+22576623347.5054321289 +22576623347.5054321289 +22576623347.5054321289 +22576623347.5054321289 +22576623347.5054321289 +967.9724656287 -9590.8380575286 -12916.4361510854 -13637.4002447581 -13901.3536682411 -14021.1830108603 -14081.5383297584 -14099.8847196970 -14113.1861282998 -14122.7495210443 -14129.4908773541 -14134.0786572563 -14136.9968636476 -14138.6096811184 -14139.1945836420
+255649080971.2998657227 +255649080971.2998657227 +255649080971.2998657227 +255649080971.2998657227 +255649080971.2998657227 +3511.4764190797 -8918.8121034408 -12824.6295590230 -13649.9995414377 -13945.6827444088 -14077.8423367237 -14143.7487116478 -14163.7016128304 -14178.1665202538 -14188.5828301554 -14195.9674215855 -14201.0439340545 -14204.3436671594 -14206.2591835103 -14207.0884523173
+4525584.8894428564 +4525589.3290264308 +4525593.3650115002 +4525598.2081935816 +4525602.2441786509 +72.6260848568 -9766.6191445309 -13049.8961509080 -13766.0753950951 -14027.4543015403 -14145.8158699021 -14205.3356137665 -14223.4139890716 -14236.5183280910 -14245.9429838488 -14252.5897467585 -14257.1160409506 -14260.0027162087 -14261.6108040094 -14262.2067424297
+65547061.0622028038 +65547022.3167461529 +65546996.4864417017 +65546957.7409850433 +65546938.3682567105 +175.5845146756 -9422.5835226123 -12806.8311007531 -13587.1367873868 -13878.9526968528 -14012.5958289917 -14080.2017320033 -14100.8057510895 -14115.7751566465 -14126.5651104782 -14134.2066806451 -14139.4408487809 -14142.8131034924 -14144.7301964000 -14145.5027091670
+3978027.1746252496 +3978044.1257625376 +3978060.6733013187 +3978077.6244386062 +3978094.5755758937 -2027.3417261769 -10249.0386323932 -13104.0282545039 -13762.6686982793 -14010.4750283748 -14124.5593984979 -14182.4458296549 -14200.1001112165 -14212.9127872524 -14222.1261844167 -14228.6231744431 -14233.0359565552 -14235.8359211965 -14237.3730639472 -14237.9169759974
+117201482.1757063121 +117201520.9211629778 +117201520.9211629778 +117201520.9211629778 +117201546.7514674217 -1626.7313261680 -9907.8930923697 -12947.4249786265 -13676.2324417195 -13955.7795871998 -14086.2964074673 -14153.3694343252 -14174.0396687915 -14189.1604237886 -14200.1364113070 -14207.9687448307 -14213.3842169832 -14216.9204335882 -14218.9809931525 -14219.8717476695
+144778613.8427302539 +144778639.6730346978 +144778665.5033391118 +144778678.4184913635 +144778704.2487957776 -2051.9566117996 -10447.8350458829 -13198.9926458786 -13813.1907454782 -14041.4840337013 -14145.9261832466 -14198.6588506579 -14214.6624773887 -14226.2280971007 -14234.4971368212 -14240.2736404506 -14244.1425105124 -14246.5309938635 -14247.7622846207 -14248.0807490676
+230592908691.8226928711 +230592908691.8226928711 +230592908691.8226928711 +230592908691.8226928711 +230592908691.8226928711 +237.2324479498 -9893.7051282752 -12992.4477532896 -13655.9069425188 -13898.3971235318 -14008.5085708531 -14063.9418798356 -14080.7574332502 -14092.9158382692 -14101.6152779599 -14107.7023632527 -14111.7872215779 -14114.3191715858 -14115.6387495164 -14115.9966278799
+22189210.9778126031 +22189256.1808453724 +22189306.2270602249 +22189354.6588810459 +22189404.7050958946 +1109.5484281753 -9261.5334127416 -12830.3918352434 -13650.9667205542 -13959.3727358313 -14101.6222908176 -14174.2116894548 -14196.5278490819 -14212.8562464861 -14224.7308713050 -14233.2442773090 -14239.1831662751 -14243.1261345003 -14245.5067350680 -14246.6528917652
+147348586.0086132288 +147348586.0086132288 +147348560.1783088148 +147348560.1783088148 +147348521.4328521490 -324.9853458091 -9797.2796207498 -12947.2958099797 -13669.8798156281 -13942.9615022154 -14069.6283711011 -14134.5336325414 -14154.5164883007 -14169.1311686075 -14179.7413949791 -14187.3167497660 -14192.5588006851 -14195.9862348800 -14197.9900384043 -14198.8650273547
+1057003996.0020694733 +1057003996.0020694733 +1057004099.3232871294 +1057004099.3232871294 +1057004099.3232871294 -2848.2326763671 -10708.0242992156 -13242.1996167985 -13809.8293855564 -14023.4417780926 -14122.5220584121 -14173.1910131457 -14188.7059073096 -14199.9719812549 -14208.0597169587 -14213.7258616213 -14217.5285163031 -14219.8760091808 -14221.0757688047 -14221.3627021182
+49516083124363.9609375000 +49516083124363.9609375000 +49516083124363.9609375000 +49516083124363.9609375000 +49516083124363.9609375000 -1824.3486964696 -10426.6989038033 -13173.3625290186 -13787.9382139400 -14019.6983502747 -14127.4749171716 -14182.8357045474 -14199.8924711320 -14212.3567281445 -14221.3903978487 -14227.8164428251 -14232.2355311638 -14235.0890987318 -14236.7082224292 -14237.3546106628
+26755181364.5545845032 +26755181364.5545845032 +26755181364.5545845032 +26755181364.5545845032 +26755181364.5545845032 +393.7235416920 -9847.9358063542 -13024.6628069215 -13697.1217698866 -13940.0281618599 -14049.3008810341 -14103.8828494162 -14120.3436775806 -14132.2009602761 -14140.6528805700 -14146.5350134961 -14150.4590630413 -14152.8680416291 -14154.0930261596 -14154.3846891431
+766022.5033137613 +766017.5592320523 +766012.8673994101 +766008.4278158348 +766004.1900315128 -4761.9445476575 -10741.7459475564 -13139.5246767807 -13731.3065054049 -13958.4583666007 -14063.8228017965 -14117.3831614582 -14133.6847573991 -14145.4805543846 -14153.9182856685 -14159.8161841613 -14163.7638820564 -14166.1996621076 -14167.4482949882 -14167.7636063216
+57099821246.6362762451 +57099821246.6362762451 +57099821246.6362762451 +57099821246.6362762451 +57099821246.6362762451 -1821.5334619936 -10315.8390877970 -13087.8072358023 -13704.1399931296 -13934.0145676901 -14039.9260680494 -14093.8490357446 -14110.3303591456 -14122.2980008078 -14130.8981174285 -14136.9410591347 -14141.0196112332 -14143.5689033644 -14144.9168593150 -14145.3094219252
+115702640.5366264880 +115702666.3669309318 +115702679.2820831388 +115702679.2820831388 +115702705.1123875827 -14.9807049585 -9583.3435443100 -12818.2194727195 -13547.8806412479 -13818.0425448872 -13941.0943693345 -14003.1224148568 -14021.9827622689 -14035.6641210286 -14045.5065643032 -14052.4560260931 -14057.1998851053 -14060.2347566901 -14061.9358613342 -14062.5869792378
+336750913799.4589233398 +336750913799.4589233398 +336750913799.4589233398 +336750913799.4589233398 +336750913799.4589233398 -1659.0653016537 -10258.7333919571 -13148.5586101907 -13795.1439134087 -14034.1767056502 -14143.0111420709 -14197.7791441397 -14214.3771327341 -14226.3699993031 -14234.9480441304 -14240.9499953632 -14244.9844038751 -14247.4958586462 -14248.8170131335 -14249.1985398470
+651828754.7385390997 +651828806.3991479874 +651828806.3991479874 +651828806.3991479874 +651828806.3991479874 +1880.7813307189 -9310.4174057970 -12862.7085825594 -13624.6946807179 -13901.3015480135 -14026.1742954117 -14088.8692244042 -14107.9140289465 -14121.7293950229 -14131.6758910375 -14138.7152165575 -14143.5315971764 -14146.6342606978 -14148.3968510520 -14149.1063015523
+960861059977.6364746094 +960861059977.6364746094 +960861059977.6364746094 +960861059977.6364746094 +960861059977.6364746094 -2882.5565634037 -10515.2475631480 -13147.2395508815 -13752.8075792837 -13981.2963605336 -14087.0123678662 -14140.9006513146 -14157.3756684890 -14169.3354273679 -14177.9276612052 -14183.9642966847 -14188.0365425566 -14190.5811050178 -14191.9243312984 -14192.3168939086
+2467021.3677251590 +2467038.3188624470 +2467055.4717989885 +2467072.8265347830 +2467090.5848690844 -2425.7075502423 -10097.6183531320 -12941.1598090024 -13630.4122535886 -13895.2769268254 -14018.7339263363 -14081.9774970491 -14101.4054048615 -14115.5786493014 -14125.8341504229 -14133.1241484529 -14138.1328689853 -14141.3726929368 -14143.2235704643 -14143.9787411080
+7078583680.8196401596 +7078582854.2498989105 +7078582854.2498989105 +7078582854.2498989105 +7078582854.2498989105 +368.3578986479 -9634.3098446998 -12867.2678919234 -13585.3397923898 -13852.6213269977 -13975.5675221483 -14038.1978123175 -14057.3971194131 -14071.3953660630 -14081.5184364244 -14088.7075348277 -14093.6453103100 -14096.8315313348 -14098.6461480590 -14099.3729406827
+642665454.7789585590 +642665351.4577407837 +642665351.4577407837 +642665351.4577407837 +642665299.7971317768 +74.2055193941 -9629.7985406028 -12895.6325240116 -13636.9073972305 -13913.6057048128 -14040.5484711153 -14105.0122966887 -14124.7539392779 -14139.1605141046 -14149.6067785828 -14157.0701978463 -14162.2507630554 -14165.6655847969 -14167.7024960112 -14168.6515831250
+83109627.3635757715 +83109640.2787279934 +83109640.2787279934 +83109640.2787279934 +83109646.7363041043 -3676.8218851996 -10831.4433590694 -13291.4913469861 -13875.0474911981 -14099.2180837359 -14203.9408603680 -14257.6241914497 -14274.0771368307 -14286.0384722663 -14294.6401654436 -14300.6894133765 -14304.7742717017 -14307.3282935029 -14308.6778260102 -14309.0735417337
+1252918723619000.0000000000 +1252918723619000.0000000000 +1252918723619000.0000000000 +1252918723619000.0000000000 +1252918723619000.0000000000 +778.7680640903 -9521.2483172780 -12897.5618739901 -13640.1862797162 -13912.9967985567 -14037.0450068179 -14099.6216940604 -14118.6743813859 -14132.5086661424 -14142.4756573937 -14149.5244422536 -14154.3423994292 -14157.4356036106 -14159.1776987281 -14159.8571946518
+32665973.4846371897 +32665989.6285774671 +32666002.5437296890 +32666015.4588819072 +32666034.8316102326 -5122.2591999789 -11184.0226279027 -13379.2973828692 -13910.8271570570 -14116.1578974193 -14212.0897940741 -14261.0702566169 -14275.9876358038 -14286.7649771822 -14294.4459612658 -14299.7731462449 -14303.2904441699 -14305.3983004342 -14306.3994139180 -14306.5255384514
+86503128.0954976678 +86503153.9258021116 +86503186.2136826515 +86503212.0439870954 +86503237.8742915392 -3621.1704240146 -10867.4276776205 -13269.6081530601 -13835.5967263273 -14055.2268356630 -14158.9469222546 -14212.6050284297 -14229.1572968807 -14241.2352975097 -14249.9536558804 -14256.1132627799 -14260.2927145052 -14262.9287172531 -14264.3460416971 -14264.7953603473
