-14192.0766119000 -14188.8683574183 -14184.8769484782 -14180.1055366067 -14174.5541218038 -14179.7509898197 -14182.6519704193 -14185.1385252189 -14185.5403449108 -14184.9762215786 -14183.9015508731 -14182.5322123934 -14181.7758459145 -14180.9832368750 -14180.1638398562 -14179.3223821483 -14178.4635910420 -14177.5906180642 -14176.7050389784 -14175.8115810751
-14243.5436997131 -14239.7634430817 -14235.2457291334 -14229.9905578680 -14223.9995050492 -14227.0722438700 -14229.1018272552 -14231.1818350724 -14231.6671702298 -14231.2322595043 -14230.2348012102 -14228.8780688385 -14228.1059447246 -14227.2849719422 -14226.4261808359 -14225.5374502231 -14224.6203558673 -14223.6827765861 -14222.7294396699 -14221.7619208822
-14091.5817860631 -14088.6949873350 -14085.0486706009 -14080.6428358609 -14075.4743315880 -14084.3663650064 -14090.1762050230 -14096.7597449170 -14099.7410894550 -14100.8315177955 -14100.8283662685 -14100.1476364374 -14099.6339375371 -14099.0304201174 -14098.3575691038 -14097.6248390773 -14096.8448361459 -14096.0238633635 -14095.1713753112 -14094.2920992794
-14165.6213144261 -14161.5259050951 -14156.6946142107 -14151.1227144823 -14144.8133574369 -14152.9978730447 -14158.0277101299 -14163.2466388348 -14165.2163432071 -14165.5787688116 -14165.0367061684 -14163.9525808818 -14163.2718510508 -14162.5217876258 -14161.7149967149 -14160.8640844260 -14159.9722022863 -14159.0519564035 -14158.1064983048 -14157.1389795171
-14231.0971903988 -14227.0427509189 -14222.2524298854 -14216.7199242444 -14210.4515370499 -14211.0282664901 -14211.3465707167 -14211.3906920947 -14210.8675386134 -14209.9551715481 -14208.7717731612 -14207.3945558641 -14206.6523712566 -14205.8818229062 -14205.0844865762 -14204.2713926113 -14203.4393894845 -14202.5916287226 -14201.7344133798 -14200.8677434560
-14187.8579053034 -14186.6492947005 -14184.6701357472 -14181.9251557340 -14178.4112031337 -14180.0310880095 -14181.0049098512 -14181.6887912093 -14181.3232140778 -14180.3304830741 -14178.9453869595 -14177.3018656312 -14176.4099834915 -14175.4850103182 -14174.5316734020 -14173.5515485063 -14172.5556659757 -14171.5440258101 -14170.5182037730 -14169.4829271549
-14292.1077331679 -14289.0570550360 -14285.2468588982 -14280.6708417004 -14275.3290034427 -14276.0128848008 -14276.3721588783 -14276.3753104053 -14275.7134897362 -14274.6136068147 -14273.2143288286 -14271.6102015878 -14270.7498347179 -14269.8611041051 -14268.9471612764 -14268.0127335222 -14267.0593966060 -14266.0934535818 -14265.1149044496 -14264.1269007364
-14147.3083341640 -14145.5497821004 -14143.0191059228 -14139.7194571583 -14135.6492600433 -14176.3370493215 -14194.0045096594 -14208.5015338397 -14213.6700381127 -14215.4979237702 -14215.7752581458 -14215.2268924485 -14214.7525876357 -14214.1853127765 -14213.5439770328 -14212.8411865128 -14212.0911230878 -14211.3000898119 -14210.4791170295 -14209.6313562677
-14334.2211951497 -14332.4673703766 -14329.9493003070 -14326.6654091775 -14322.6204242785 -14330.3589988164 -14335.1304106880 -14340.0593989092 -14341.8935876207 -14342.2181949013 -14341.7171021090 -14340.7338256863 -14340.1177021587 -14339.4448511451 -14338.7231514631 -14337.9652092206 -14337.1757517082 -14336.3595062163 -14335.5227757989 -14334.6702877466
-14043.9526807081 -14042.4257658787 -14040.1550906783 -14037.1422308704 -14033.3871864550 -14131.6407678368 -14162.2547010731 -14181.8871384929 -14187.4322502419 -14188.9764984698 -14188.8977102949 -14188.0152827361 -14187.3912803909 -14186.6821868169 -14185.9069111759 -14185.0764838126 -14184.2035108348 -14183.2974468235 -14182.3630190693 -14181.4065306261
-14159.8314984952 -14157.3307618241 -14154.0909920725 -14150.1106134770 -14145.3927775644 -14152.8177751663 -14156.8942753352 -14160.5358647788 -14161.5033835665 -14161.2938070212 -14160.4775615293 -14159.3162238314 -14158.6512516353 -14157.9437338248 -14157.2047007443 -14156.4388796843 -14155.6509979354 -14154.8473585515 -14154.0311130596 -14153.2022614597
